16,  -0.29085   -0.073161    0.076661    0.031809    -0.18203    0.063801     0.14785     0.15543    0.033465    -0.10209    0.014398    0.023529    0.039327    0.088642    0.034987    0.041968    -0.15018   0.0075161    0.082101    0.086818    -0.12295     0.14584     -0.3649     0.74813     0.12645    -0.11004    0.031923;
17,   0.21608    -0.22631    0.088435    -0.10314    -0.25622    -0.25632  -0.0085112    0.013951     0.23114     0.11281     0.17537    -0.19476     0.05644    0.072661   -0.057588    0.037946     0.11198     0.17902    -0.20686     0.23665    -0.18662   -0.083357     0.53985     0.23798    0.072508    -0.22038       -0.13;
18,   -0.1251    -0.31379    -0.12076    -0.17724     0.23361    0.071354     0.01082    0.035491    0.067646    0.017142     0.24206     0.27985    -0.37316    -0.02236    0.031866    -0.30759    -0.42922    0.051477    -0.26052    -0.31417  -0.0082104    0.083666     0.18741    0.055948    -0.02937   -0.045026   0.0053472;
19,  -0.13004     0.34777     0.02975    -0.16483  -0.0073754   -0.035797   -0.041707    -0.14548     -0.1609     -0.1766  -0.0037622    0.067889     0.10181  -0.0053569   -0.019066     0.13371   -0.048792      0.2724    -0.45619     0.19359    0.083395     0.61502    0.058377   -0.053532    -0.05146   0.0079878   -0.056193;
20, -0.066817   -0.053791    -0.37704   -0.085896    0.067353     -0.2887     0.60555    -0.30094   -0.080316     0.24006    -0.17824    0.027704     0.11807     0.15639     0.40057    0.011529    0.025203    0.001621  -0.0071094  -0.0084138    0.030405  -0.0053628    0.020636    0.012099  -0.0038389  -0.0067787   0.0038394;
21, -0.033905    0.026657    -0.43275    0.020913    -0.15593    -0.25309    -0.31002   -0.069324     0.35968   -0.077089     -0.1617     0.54103     0.17378   -0.021225    -0.19198    0.031526     0.07607    0.075976    0.014585   -0.010998    0.066562     -0.0654   -0.048123    0.028415    0.080462   -0.097278      0.2425;
22,  -0.13862     0.22942  -0.0088722    -0.38057      0.1133     0.16674   -0.035364   -0.016615    -0.21122    -0.05646    -0.11066     0.23714   -0.070862     0.10275   -0.021077     0.21215    -0.16865     0.12141     0.47187     0.13034    -0.21556     -0.1584     0.27086   -0.025885  -0.0071805    -0.31921    -0.18273;
23,  -0.11947    -0.14723     0.36996    0.029163    0.066333   -0.089288    -0.36383    -0.22369    -0.13815     0.50312    -0.03377     0.26422   -0.066005    -0.17982     0.32252     0.20825     0.12612   -0.074187   -0.029764    0.046787    0.069294    0.022952  -0.0087171     0.15804    -0.19735   -0.034672    0.096314;
24,   0.18699   -0.055545     0.34385   -0.045025     0.24434    0.017536     0.18657    -0.13141   0.0056762    -0.15195   -0.098427    0.050085    0.073098   -0.018073   -0.042164    -0.10287    0.039342     -0.1961   0.0022162    0.033669   -0.058207     0.15144    0.060441    -0.07528     0.34293    -0.38376     0.57845;
25,-0.0094535    -0.31057    -0.19354    -0.22575     0.10267     0.27109    0.056115     0.29049   -0.043869     0.26619    -0.12668     0.11428    -0.11737     0.10384    -0.20502    -0.19624     0.43186   -0.069225    0.037302     0.39017    0.018447     0.28304   -0.066917    -0.05733   -0.029676    0.038767    -0.03093;
26,  -0.28913  -0.0038202    0.054219   -0.042098   -0.047876    -0.28931   0.0020315    -0.27614    -0.22589     0.25841    -0.26034    -0.21112    -0.05044   -0.098488    -0.64051    -0.20824    -0.16248   -0.068013   -0.034557   -0.024967    -0.11935   -0.065202   -0.038704    0.017824  0.00020929     0.01629  -0.0014633;
27,   0.22621   -0.068193      0.2691   -0.048556     0.24873    -0.08295    0.095875    -0.20067     0.16703     -0.2206    -0.20245     0.31314     0.16866   -0.027627    -0.10666   -0.083604     0.12884    -0.22649    0.036988    -0.13236    -0.10622     0.10573    0.046582      0.1893    0.019061     0.26992    -0.51725;
